"No.","Time","Source","Destination","Protocol","Length","Info"
"39357","74.854457","192.168.100.6","202.28.77.115","TCP","66","63953  >  6005 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39359","74.854733","192.168.100.6","202.28.77.115","TCP","66","63954  >  30 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39360","74.854992","192.168.100.6","202.28.77.115","TCP","66","63955  >  50002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39361","74.855253","192.168.100.6","202.28.77.115","TCP","66","63956  >  1801 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39362","74.855516","192.168.100.6","202.28.77.115","TCP","66","63957  >  8300 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39363","74.855785","192.168.100.6","202.28.77.115","TCP","66","63958  >  6510 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39364","74.856036","192.168.100.6","202.28.77.115","TCP","66","63959  >  5952 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39365","74.856319","192.168.100.6","202.28.77.115","TCP","66","63960  >  5060 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39366","74.856662","192.168.100.6","202.28.77.115","TCP","66","63961  >  1 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39367","74.856944","192.168.100.6","202.28.77.115","TCP","66","63962  >  541 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39368","74.857218","192.168.100.6","202.28.77.115","TCP","66","63963  >  1131 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39369","74.857494","192.168.100.6","202.28.77.115","TCP","66","63964  >  3869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39370","74.857773","192.168.100.6","202.28.77.115","TCP","66","63965  >  2030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39371","74.858071","192.168.100.6","202.28.77.115","TCP","66","63966  >  58080 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39372","74.858346","192.168.100.6","202.28.77.115","TCP","66","63967  >  15004 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39373","74.858626","192.168.100.6","202.28.77.115","TCP","66","63968  >  254 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39374","74.858906","192.168.100.6","202.28.77.115","TCP","66","63969  >  668 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39375","74.859171","192.168.100.6","202.28.77.115","TCP","66","63970  >  12265 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39376","74.859441","192.168.100.6","202.28.77.115","TCP","66","63971  >  7921 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39379","74.859717","192.168.100.6","202.28.77.115","TCP","66","63972  >  9091 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39380","74.859997","192.168.100.6","202.28.77.115","TCP","66","63973  >  49156 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39381","74.860269","192.168.100.6","202.28.77.115","TCP","66","63974  >  1064 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39382","74.860590","192.168.100.6","202.28.77.115","TCP","66","63975  >  2040 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39383","74.860965","192.168.100.6","202.28.77.115","TCP","66","63976  >  79 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39384","74.861241","192.168.100.6","202.28.77.115","TCP","66","63977  >  6689 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39385","74.861519","192.168.100.6","202.28.77.115","TCP","66","63978  >  32772 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39386","74.861792","192.168.100.6","202.28.77.115","TCP","66","63979  >  9944 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39387","74.862061","192.168.100.6","202.28.77.115","TCP","66","63980  >  3370 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39388","74.862407","192.168.100.6","202.28.77.115","TCP","66","63981  >  8600 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39389","74.862712","192.168.100.6","202.28.77.115","TCP","66","63982  >  1087 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39390","74.862985","192.168.100.6","202.28.77.115","TCP","66","63983  >  34571 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39391","74.863285","192.168.100.6","202.28.77.115","TCP","66","63984  >  2717 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39392","74.863572","192.168.100.6","202.28.77.115","TCP","66","63985  >  3998 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39396","74.863843","192.168.100.6","202.28.77.115","TCP","66","63986  >  5225 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39397","74.864122","192.168.100.6","202.28.77.115","TCP","66","63987  >  33354 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39398","74.864396","192.168.100.6","202.28.77.115","TCP","66","63988  >  691 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39399","74.864685","192.168.100.6","202.28.77.115","TCP","66","63989  >  7512 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39401","74.864972","192.168.100.6","202.28.77.115","TCP","66","63990  >  2909 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39402","74.865261","192.168.100.6","202.28.77.115","TCP","66","63991  >  7676 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39403","74.865538","192.168.100.6","202.28.77.115","TCP","66","63992  >  6112 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39404","74.865842","192.168.100.6","202.28.77.115","TCP","66","63993  >  5298 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39405","74.866111","192.168.100.6","202.28.77.115","TCP","66","63994  >  26 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39408","74.866400","192.168.100.6","202.28.77.115","TCP","66","63995  >  1805 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39409","74.866678","192.168.100.6","202.28.77.115","TCP","66","63996  >  2043 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39410","74.867006","192.168.100.6","202.28.77.115","TCP","66","63997  >  99 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39411","74.867300","192.168.100.6","202.28.77.115","TCP","66","63998  >  4045 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39412","74.867574","192.168.100.6","202.28.77.115","TCP","66","63999  >  5414 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39413","74.867898","192.168.100.6","202.28.77.115","TCP","66","64000  >  1641 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39414","74.868212","192.168.100.6","202.28.77.115","TCP","66","64001  >  3030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39415","74.868499","192.168.100.6","202.28.77.115","TCP","66","64002  >  27353 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39416","74.868885","192.168.100.6","202.28.77.115","TCP","66","64003  >  406 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39417","74.869174","192.168.100.6","202.28.77.115","TCP","66","64004  >  1244 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39418","74.869533","192.168.100.6","202.28.77.115","TCP","66","64005  >  1067 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39419","74.869815","192.168.100.6","202.28.77.115","TCP","66","64006  >  5280 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39420","74.870240","192.168.100.6","202.28.77.115","TCP","66","64007  >  1121 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39421","74.870553","192.168.100.6","202.28.77.115","TCP","66","64008  >  49165 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39422","74.870853","192.168.100.6","202.28.77.115","TCP","66","64009  >  2160 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39423","74.871124","192.168.100.6","202.28.77.115","TCP","66","64010  >  27356 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39424","74.871398","192.168.100.6","202.28.77.115","TCP","66","64011  >  1095 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39425","74.871800","192.168.100.6","202.28.77.115","TCP","66","64012  >  1719 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39426","74.872098","192.168.100.6","202.28.77.115","TCP","66","64013  >  787 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39430","74.872370","192.168.100.6","202.28.77.115","TCP","66","64014  >  4006 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39431","74.872644","192.168.100.6","202.28.77.115","TCP","66","64015  >  2008 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39432","74.872914","192.168.100.6","202.28.77.115","TCP","66","64016  >  1002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39433","74.873187","192.168.100.6","202.28.77.115","TCP","66","64017  >  1037 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39434","74.873462","192.168.100.6","202.28.77.115","TCP","66","64018  >  10002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39435","74.873771","192.168.100.6","202.28.77.115","TCP","66","64019  >  6502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39436","74.874055","192.168.100.6","202.28.77.115","TCP","66","64020  >  7443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39437","74.874322","192.168.100.6","202.28.77.115","TCP","66","64021  >  25735 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39438","74.874586","192.168.100.6","202.28.77.115","TCP","66","64022  >  5030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39439","74.874852","192.168.100.6","202.28.77.115","TCP","66","64023  >  8042 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39440","74.875118","192.168.100.6","202.28.77.115","TCP","66","64024  >  38292 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39441","74.875411","192.168.100.6","202.28.77.115","TCP","66","64025  >  11967 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39442","74.875677","192.168.100.6","202.28.77.115","TCP","66","64026  >  541 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39443","74.875946","192.168.100.6","202.28.77.115","TCP","66","64027  >  1 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39444","74.876215","192.168.100.6","202.28.77.115","TCP","66","64028  >  5060 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39445","74.876568","192.168.100.6","202.28.77.115","TCP","66","64029  >  5952 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39446","74.876946","192.168.100.6","202.28.77.115","TCP","66","64030  >  6510 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39447","74.877215","192.168.100.6","202.28.77.115","TCP","66","64031  >  8300 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39448","74.877487","192.168.100.6","202.28.77.115","TCP","66","64032  >  1801 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39449","74.877762","192.168.100.6","202.28.77.115","TCP","66","64033  >  50002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39450","74.878059","192.168.100.6","202.28.77.115","TCP","66","64034  >  30 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39451","74.878331","192.168.100.6","202.28.77.115","TCP","66","64035  >  6005 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39453","74.878739","192.168.100.6","202.28.77.115","TCP","66","64036  >  55600 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39457","74.879055","192.168.100.6","202.28.77.115","TCP","66","64037  >  3869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39458","74.879328","192.168.100.6","202.28.77.115","TCP","66","64038  >  1131 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39459","74.879598","192.168.100.6","202.28.77.115","TCP","66","64039  >  1088 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39460","74.879890","192.168.100.6","202.28.77.115","TCP","66","64040  >  5910 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39461","74.880169","192.168.100.6","202.28.77.115","TCP","66","64041  >  2500 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39462","74.880444","192.168.100.6","202.28.77.115","TCP","66","64042  >  70 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39463","74.880733","192.168.100.6","202.28.77.115","TCP","66","64043  >  8011 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39464","74.881004","192.168.100.6","202.28.77.115","TCP","66","64044  >  49155 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39465","74.881276","192.168.100.6","202.28.77.115","TCP","66","64045  >  3517 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39466","74.881542","192.168.100.6","202.28.77.115","TCP","66","64046  >  49160 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39467","74.881808","192.168.100.6","202.28.77.115","TCP","66","64047  >  1064 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39469","74.882083","192.168.100.6","202.28.77.115","TCP","66","64048  >  2251 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39470","74.882351","192.168.100.6","202.28.77.115","TCP","66","64049  >  1244 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39471","74.882617","192.168.100.6","202.28.77.115","TCP","66","64050  >  406 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39472","74.882884","192.168.100.6","202.28.77.115","TCP","66","64051  >  27353 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39473","74.883147","192.168.100.6","202.28.77.115","TCP","66","64052  >  3030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39474","74.883522","192.168.100.6","202.28.77.115","TCP","66","64053  >  1641 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39475","74.883791","192.168.100.6","202.28.77.115","TCP","66","64054  >  5414 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39476","74.884065","192.168.100.6","202.28.77.115","TCP","66","64055  >  4045 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39477","74.884333","192.168.100.6","202.28.77.115","TCP","66","64056  >  99 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39480","74.884615","192.168.100.6","202.28.77.115","TCP","66","64057  >  2043 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39481","74.884963","192.168.100.6","202.28.77.115","TCP","66","64058  >  1805 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39482","74.885235","192.168.100.6","202.28.77.115","TCP","66","64059  >  26 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39483","74.885506","192.168.100.6","202.28.77.115","TCP","66","64060  >  5298 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39484","74.885777","192.168.100.6","202.28.77.115","TCP","66","64061  >  6112 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39485","74.886043","192.168.100.6","202.28.77.115","TCP","66","64062  >  7676 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39486","74.886310","192.168.100.6","202.28.77.115","TCP","66","64063  >  2909 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39487","74.886576","192.168.100.6","202.28.77.115","TCP","66","64064  >  7512 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39488","74.886843","192.168.100.6","202.28.77.115","TCP","66","64065  >  691 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39489","74.887108","192.168.100.6","202.28.77.115","TCP","66","64066  >  33354 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39490","74.887373","192.168.100.6","202.28.77.115","TCP","66","64067  >  5225 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39491","74.887841","192.168.100.6","202.28.77.115","TCP","66","64068  >  3998 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39492","74.888177","192.168.100.6","202.28.77.115","TCP","66","64069  >  2717 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39493","74.888514","192.168.100.6","202.28.77.115","TCP","66","64070  >  34571 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39494","74.888838","192.168.100.6","202.28.77.115","TCP","66","64071  >  1087 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39495","74.889115","192.168.100.6","202.28.77.115","TCP","66","64072  >  8600 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39496","74.889377","192.168.100.6","202.28.77.115","TCP","66","64073  >  3370 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39497","74.889642","192.168.100.6","202.28.77.115","TCP","66","64074  >  9944 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39498","74.889904","192.168.100.6","202.28.77.115","TCP","66","64075  >  32772 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39499","74.890158","192.168.100.6","202.28.77.115","TCP","66","64076  >  6689 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39500","74.890438","192.168.100.6","202.28.77.115","TCP","66","64077  >  79 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39501","74.890693","192.168.100.6","202.28.77.115","TCP","66","64078  >  2040 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39502","74.890954","192.168.100.6","202.28.77.115","TCP","66","64079  >  1095 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39503","74.891211","192.168.100.6","202.28.77.115","TCP","66","64080  >  27356 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39504","74.891471","192.168.100.6","202.28.77.115","TCP","66","64081  >  2160 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39505","74.891729","192.168.100.6","202.28.77.115","TCP","66","64082  >  49165 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39506","74.891987","192.168.100.6","202.28.77.115","TCP","66","64083  >  1121 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39507","74.892249","192.168.100.6","202.28.77.115","TCP","66","64084  >  5280 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39508","74.892508","192.168.100.6","202.28.77.115","TCP","66","64085  >  1067 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39509","74.892766","192.168.100.6","202.28.77.115","TCP","66","64086  >  1037 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39510","74.893021","192.168.100.6","202.28.77.115","TCP","66","64087  >  1002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39511","74.893288","192.168.100.6","202.28.77.115","TCP","66","64088  >  2008 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39512","74.893566","192.168.100.6","202.28.77.115","TCP","66","64089  >  4006 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39513","74.893819","192.168.100.6","202.28.77.115","TCP","66","64090  >  787 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39514","74.894079","192.168.100.6","202.28.77.115","TCP","66","64091  >  1719 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39515","74.894344","192.168.100.6","202.28.77.115","TCP","66","64092  >  4111 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39516","74.894616","192.168.100.6","202.28.77.115","TCP","66","64093  >  20221 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39517","74.894897","192.168.100.6","202.28.77.115","TCP","66","64094  >  20221 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39518","74.895155","192.168.100.6","202.28.77.115","TCP","66","64095  >  4111 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39519","74.895414","192.168.100.6","202.28.77.115","TCP","66","64096  >  2251 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39520","74.895670","192.168.100.6","202.28.77.115","TCP","66","64097  >  49160 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39521","74.895928","192.168.100.6","202.28.77.115","TCP","66","64098  >  3517 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39522","74.896185","192.168.100.6","202.28.77.115","TCP","66","64099  >  49155 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39523","74.896445","192.168.100.6","202.28.77.115","TCP","66","64100  >  8011 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39524","74.896698","192.168.100.6","202.28.77.115","TCP","66","64101  >  70 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39525","74.896958","192.168.100.6","202.28.77.115","TCP","66","64102  >  2500 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39526","74.897232","192.168.100.6","202.28.77.115","TCP","66","64103  >  5910 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39527","74.897494","192.168.100.6","202.28.77.115","TCP","66","64104  >  593 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39528","74.897769","192.168.100.6","202.28.77.115","TCP","66","64105  >  593 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39529","74.898023","192.168.100.6","202.28.77.115","TCP","66","64106  >  9220 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39530","74.898280","192.168.100.6","202.28.77.115","TCP","66","64107  >  9220 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39531","74.898536","192.168.100.6","202.28.77.115","TCP","66","64108  >  5960 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39532","74.898818","192.168.100.6","202.28.77.115","TCP","66","64109  >  5960 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39533","74.899073","192.168.100.6","202.28.77.115","TCP","66","64110  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39534","74.899332","192.168.100.6","202.28.77.115","TCP","66","64111  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39535","74.899589","192.168.100.6","202.28.77.115","TCP","66","64112  >  4279 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39536","74.899849","192.168.100.6","202.28.77.115","TCP","66","64113  >  4279 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39537","74.900138","192.168.100.6","202.28.77.115","TCP","66","64114  >  1174 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39539","74.900465","192.168.100.6","202.28.77.115","TCP","66","64115  >  1174 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39540","74.900743","192.168.100.6","202.28.77.115","TCP","66","64116  >  1130 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39541","74.901023","192.168.100.6","202.28.77.115","TCP","66","64117  >  1130 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39542","74.901325","192.168.100.6","202.28.77.115","TCP","66","64118  >  1914 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39543","74.901585","192.168.100.6","202.28.77.115","TCP","66","64119  >  1914 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39544","74.901849","192.168.100.6","202.28.77.115","TCP","66","64120  >  2399 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39545","74.902111","192.168.100.6","202.28.77.115","TCP","66","64121  >  2399 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39546","74.902371","192.168.100.6","202.28.77.115","TCP","66","64122  >  3390 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
