"No.","Time","Source","Destination","Protocol","Length","Info"
"39547","74.902640","192.168.100.6","202.28.77.115","TCP","66","64123  >  3390 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39548","74.902910","192.168.100.6","202.28.77.115","TCP","66","64124  >  3737 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39549","74.903176","192.168.100.6","202.28.77.115","TCP","66","64125  >  3737 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39550","74.903443","192.168.100.6","202.28.77.115","TCP","66","64126  >  8333 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39552","74.903703","192.168.100.6","202.28.77.115","TCP","66","64127  >  8333 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39553","74.903959","192.168.100.6","202.28.77.115","TCP","66","64128  >  7201 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39557","74.904235","192.168.100.6","202.28.77.115","TCP","66","64129  >  7201 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39558","74.904492","192.168.100.6","202.28.77.115","TCP","66","64130  >  722 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39559","74.904757","192.168.100.6","202.28.77.115","TCP","66","64131  >  722 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39560","74.905018","192.168.100.6","202.28.77.115","TCP","66","64132  >  43 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39561","74.905669","192.168.100.6","202.28.77.115","TCP","66","64133  >  9929 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39567","74.916237","192.168.100.6","202.28.77.115","TCP","66","64134  >  4321 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39604","75.006835","192.168.100.6","202.28.77.115","TCP","66","64135  >  12000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39613","75.017277","192.168.100.6","202.28.77.115","TCP","66","64136  >  4321 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39643","75.107725","192.168.100.6","202.28.77.115","TCP","66","64137  >  12000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39647","75.118410","192.168.100.6","202.28.77.115","TCP","66","64138  >  1309 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39685","75.208106","192.168.100.6","202.28.77.115","TCP","66","64139  >  1044 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39692","75.218967","192.168.100.6","202.28.77.115","TCP","66","64140  >  1309 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39736","75.308994","192.168.100.6","202.28.77.115","TCP","66","64141  >  1044 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39740","75.320171","192.168.100.6","202.28.77.115","TCP","66","64142  >  10000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39778","75.410346","192.168.100.6","202.28.77.115","TCP","66","64143  >  5922 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39784","75.420990","192.168.100.6","202.28.77.115","TCP","66","64144  >  10000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39812","75.510678","192.168.100.6","202.28.77.115","TCP","66","64145  >  5922 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39819","75.521033","192.168.100.6","202.28.77.115","TCP","66","64146  >  2144 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39860","75.611383","192.168.100.6","202.28.77.115","TCP","66","64147  >  981 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39865","75.622411","192.168.100.6","202.28.77.115","TCP","66","64148  >  2144 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39907","75.712304","192.168.100.6","202.28.77.115","TCP","66","64149  >  981 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39909","75.723199","192.168.100.6","202.28.77.115","TCP","66","64150  >  10009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39956","75.813286","192.168.100.6","202.28.77.115","TCP","66","64151  >  987 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39960","75.824293","192.168.100.6","202.28.77.115","TCP","66","64152  >  10009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39966","75.841706","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63902  >  32781 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39967","75.841706","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63903  >  465 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39968","75.841706","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63904  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39969","75.841739","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63906  >  10010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39970","75.841752","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63905  >  617 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39975","75.856741","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63916  >  5102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39976","75.856741","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63907  >  4125 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39977","75.856741","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63912  >  8899 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39978","75.856741","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63941  >  9110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39979","75.856741","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63928  >  1236 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39980","75.856751","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63909  >  9503 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39981","75.856765","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63908  >  1666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39982","75.856767","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63926  >  3800 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39983","75.856773","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63938  >  2968 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39984","75.856774","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63943  >  6502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39985","75.856779","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63953  >  6005 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39986","75.856781","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63948  >  7443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39987","75.856784","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63959  >  5952 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39988","75.856786","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63923  >  3766 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39989","75.856797","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63932  >  7001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39990","75.856801","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63915  >  8292 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39991","75.856804","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63939  >  3333 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39992","75.856807","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63927  >  5679 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39993","75.856809","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63947  >  25735 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39994","75.856812","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63951  >  8042 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39995","75.856817","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63955  >  50002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39996","75.856820","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63917  >  912 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39997","75.856828","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63918  >  5054 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39998","75.856833","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63922  >  10626 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39999","75.856840","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63913  >  1071 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40000","75.856850","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63935  >  4848 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40001","75.856852","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63924  >  1075 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40002","75.856856","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63940  >  1009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40003","75.856857","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63963  >  1131 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40004","75.856862","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63950  >  38292 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40005","75.856864","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63911  >  545 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40006","75.856867","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63956  >  1801 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40007","75.856869","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63942  >  1138 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40008","75.856874","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63945  >  1088 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40009","75.856875","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63914  >  51493 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40010","75.856879","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63962  >  541 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40011","75.856879","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63919  >  7938 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40012","75.856884","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63929  >  2003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40013","75.856887","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63954  >  30 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40014","75.856888","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63937  >  700 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40015","75.856890","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63961  >  1 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40016","75.856900","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63949  >  11967 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40017","75.856908","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63952  >  55600 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40018","75.856909","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63946  >  5030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40019","75.856927","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63925  >  7627 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40020","75.856937","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63930  >  1081 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40021","75.856938","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63910  >  1556 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40022","75.856944","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63931  >  1974 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40023","75.856945","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63920  >  14442 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40024","75.856950","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63934  >  5906 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40025","75.856950","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63921  >  1145 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40026","75.856957","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63933  >  5009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40027","75.856963","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63957  >  8300 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40028","75.856967","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63958  >  6510 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40029","75.857004","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63936  >  1034 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40030","75.857013","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63960  >  5060 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40031","75.857017","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63944  >  10002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40035","75.871617","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63972  >  9091 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40036","75.871617","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63970  >  12265 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40037","75.871617","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63968  >  254 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40038","75.871617","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63995  >  1805 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40039","75.871618","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63964  >  3869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40040","75.871618","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63973  >  49156 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40041","75.871619","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63966  >  58080 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40042","75.871619","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63982  >  1087 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40043","75.871621","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63965  >  2030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40044","75.871621","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63980  >  3370 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40045","75.871622","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63986  >  5225 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40046","75.871622","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63979  >  9944 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40047","75.871623","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63967  >  15004 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40048","75.871623","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63975  >  2040 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40049","75.871627","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63971  >  7921 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40050","75.871649","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63983  >  34571 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40051","75.871655","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63976  >  79 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40052","75.871656","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63969  >  668 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40053","75.871656","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63988  >  691 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40054","75.871658","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63989  >  7512 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40055","75.871660","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63974  >  1064 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40056","75.871662","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63977  >  6689 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40057","75.871662","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63978  >  32772 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40058","75.871663","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63998  >  4045 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40059","75.871664","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63990  >  2909 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40060","75.871665","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63992  >  6112 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40061","75.871666","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63999  >  5414 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40062","75.871666","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63984  >  2717 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40063","75.871670","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63981  >  8600 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40064","75.871671","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64001  >  3030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40065","75.871673","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64012  >  1719 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40066","75.871676","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63991  >  7676 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40067","75.871676","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63993  >  5298 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40068","75.871676","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64009  >  2160 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40069","75.871677","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64004  >  1244 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40070","75.871680","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63985  >  3998 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40071","75.871689","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63997  >  99 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40072","75.871689","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64013  >  787 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40073","75.871691","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63994  >  26 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40074","75.871694","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64005  >  1067 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40075","75.871696","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63987  >  33354 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40076","75.871698","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64000  >  1641 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40077","75.871699","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64002  >  27353 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40078","75.871702","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64003  >  406 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40079","75.871706","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63996  >  2043 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40080","75.871708","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64006  >  5280 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40081","75.871711","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64008  >  49165 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40082","75.871715","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64007  >  1121 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40083","75.871719","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64010  >  27356 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40084","75.871732","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64011  >  1095 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40094","75.886553","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64021  >  25735 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40095","75.886553","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64022  >  5030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40096","75.886561","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64030  >  6510 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40097","75.886561","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 64045  >  3517 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
